0.61545119,0.86396799
0.92619469,0.8521613
0.50842422,0.70913859
0.23423919,0.63286445
0.97768825,0.327906
0.72152211,0.5968605
0.64022657,0.97894264
0.68663197,0.44549548
0.00678369,0.07670089
0.83357946,0.0265072
0.96990231,0.68546746
0.89921392,0.94552099
0.11738997,0.12639379
0.37162875,0.3070228
0.81775667,0.71180763
0.01103638,0.43236059
0.72257755,0.90665111
0.5279577,0.78843944
0.77363426,0.54135146
0.03732483,0.38627519
0.11899276,0.77525695
0.74495974,0.70110255
0.91467129,0.06877224
0.58092748,0.47562957
0.32107174,0.68080535
0.55846475,0.96648639
0.72933105,0.49443686
0.88850068,0.10208314
0.01074493,0.07457502
0.85046612,0.30223076
0.45030083,0.40277648
0.33308169,0.1939734
0.17125782,0.59777718
0.78857097,0.29046378
0.05670828,0.04882094
0.4297141,0.91854517
0.76864477,0.89453389
0.67433997,0.72669796
0.89701422,0.34513443
0.2914917,0.84122508
0.77045458,0.43518771
0.07261451,0.58428313
0.82537991,0.87135351
0.33613834,0.47118663
0.45289344,0.83593318
0.63848911,0.83205821
0.95789384,0.39722122
0.30199045,0.0353678
0.24626566,0.26367577
0.55479965,0.39218989
0.97652037,0.72828049
0.29611713,0.51366026
0.06265704,0.68168139
0.4234473,0.93395587
0.59214803,0.17822142
0.81996565,0.04054952
0.15670856,0.18506174
0.63433535,0.1253633
0.01052337,0.00579096
0.81647176,0.56767647
0.24148108,0.44667509
0.10597876,0.8311643
0.37678562,0.88438901
0.66824203,0.62973001
0.63620051,0.58867184
0.91737103,0.12065914
0.94059395,0.38344109
0.42358735,0.51680253
0.23238789,0.12613017
0.50694217,0.56292469
0.45147473,0.75220259
0.72846725,0.36710971
0.59235462,0.37960952
0.28634416,0.77049086
0.79745582,0.98280842
0.67934115,0.7595204
0.89602584,0.47022921
0.16819936,0.20502254
0.96630099,0.05362383
0.58922088,0.66987986
0.39676413,0.90258051
0.89572022,0.04048163
0.81786891,0.8005082
0.21733466,0.40472845
0.77324599,0.71203968
0.30632696,0.50108296
0.42889515,0.65742037
0.8872284,0.66383318
0.73670891,0.26727279
0.65519238,0.99362903
0.88289985,0.75412468
0.64194662,0.93486612
0.56397681,0.37069234
0.55332948,0.01757964
0.69796161,0.99501637
0.26038927,0.46879616
0.92676152,0.81518535
0.13259837,0.30898548
0.04476299,0.15886721
0.0646968,0.68828218
